pnu;name;data_type
3910;P0.100106.0.0_overVoltageError_DiagnosisLevels;UINT
3911;P0.100106.1.0_overVoltageError_DiagnosisLevels;UINT
3912;P0.100106.2.0_overVoltageError_DiagnosisLevels;UINT
3913;P0.100106.3.0_overVoltageError_DiagnosisLevels;UINT
3914;P0.100128.0.0_underVoltage_LogSettings;USINT
3915;P0.100128.1.0_underVoltage_LogSettings;USINT
3916;P0.100128.2.0_underVoltage_LogSettings;USINT
3917;P0.100128.3.0_underVoltage_LogSettings;USINT
3918;P0.100130.0.0_underVoltage_RestartBehavior;UINT
3919;P0.100130.1.0_underVoltage_RestartBehavior;UINT
3920;P0.100130.2.0_underVoltage_RestartBehavior;UINT
3921;P0.100130.3.0_underVoltage_RestartBehavior;UINT
3922;P0.100144.0.0_ERR_STATE_LA;UINT
3923;P0.100145.0.0_inputValueLb;BOOL
3924;P0.100145.1.0_inputValueLb;BOOL
3925;P0.100145.2.0_inputValueLb;BOOL
3926;P0.100145.3.0_inputValueLb;BOOL
3927;P0.100145.4.0_inputValueLb;BOOL
3928;P0.100145.5.0_inputValueLb;BOOL
3929;P0.100146.0.0_inputQualifierLb;BOOL
3930;P0.100146.1.0_inputQualifierLb;BOOL
3931;P0.100146.2.0_inputQualifierLb;BOOL
3932;P0.100146.3.0_inputQualifierLb;BOOL
3933;P0.100146.4.0_inputQualifierLb;BOOL
3934;P0.100146.5.0_inputQualifierLb;BOOL
3935;P0.100149.0.0_safetyVersion_LA;STRING(30)
3936;P0.100151.0.0_safetyVersion_LB;STRING(30)
3938;P0.100153.0.0_safetyFirmwareName_LA;STRING(30)
3940;P0.100155.0.0_safetyFirmwareName_LB;STRING(30)
3941;P0.100171.0.0_HardfaultCauseLB;UDINT
3942;P0.100173.0.0_invalidSafetyFirmware_LogSettings;USINT
3943;P0.100176.0.0_errorMainSwitch_LogSettings;USINT
3944;P0.100177.0.0_invalidSafetyFirmware_DiagnosisLevels;UINT
3945;P0.100178.0.0_errorMainSwitch_DiagnosisLevels;UINT
3950;P0.100223.0.0_SafetyPreparedCrc1;USINT
3953;P0.100229.0.0_HardfaultCauseLA;UDINT
3954;P0.100231.0.0_SafetyActiveCrc1;USINT
3955;P0.100233.0.0_ExceptionSafety_LogSettings;USINT
3956;P0.100237.0.0_ExceptionSafety_DiagnosisLevels;UINT
3957;P0.100246.0.0_InvalidHciCrc_LogSettings;USINT
3958;P0.100248.0.0_InvalidHciCrc_DiagnosisLevels;UINT
3959;P0.100253.0.0_currentTemperatureLa;REAL
3960;P0.100258.0.0_WrongSequenceHci_LogSettings;USINT
3961;P0.100260.0.0_WrongSequenceHci_DiagnosisLevels;UINT
3962;P0.100269.0.0_currentTemperatureLb;REAL
3963;P0.100270.0.0_InvalidHeaderHci_LogSettings;USINT
3964;P0.100272.0.0_InvalidHeaderHci_DiagnosisLevels;UINT
3965;P0.100279.0.0_safetyReinitState_LA;UDINT
3966;P0.100287.0.0_safetyReinitState_LB;UDINT
3967;P0.100297.0.0_overTemperature_LogSettings;USINT
3968;P0.100301.0.0_overTemperature_DiagnosisLevels;UINT
3969;P0.100345.0.0_underTemperature_LogSettings;USINT
3970;P0.100349.0.0_underTemperature_DiagnosisLevels;UINT
3973;P0.100395.0.0_ActiveCRC1Missmatch_LogSettings;USINT
3974;P0.100403.0.0_ActiveCRC1Missmatch_DiagnosisLevels;UINT
3977;P0.100497.0.0_CRC1Missmatch_LogSettings;USINT
3978;P0.100507.0.0_CRC1Missmatch_DiagnosisLevels;UINT
3979;P0.100568.0.0_StateLA;UDINT
3980;P0.100572.0.0_SF_STATUS;USINT
3981;P0.100578.0.0_StateLB;UDINT
3982;P0.100592.0.0_ActivationLA;BOOL
3983;P0.100596.0.0_ActivationLB;BOOL
3984;P0.100600.0.0_TestPulseLength;REAL
3985;P0.100600.1.0_TestPulseLength;REAL
3986;P0.100600.2.0_TestPulseLength;REAL
3987;P0.100600.3.0_TestPulseLength;REAL
3988;P0.100600.4.0_TestPulseLength;REAL
3989;P0.100600.5.0_TestPulseLength;REAL
3990;P0.100600.6.0_TestPulseLength;REAL
3991;P0.100600.7.0_TestPulseLength;REAL
3992;P0.100600.8.0_TestPulseLength;REAL
3993;P0.100600.9.0_TestPulseLength;REAL
3994;P0.100617.0.0_FeedbackMainSwitchLA;BOOL
3995;P0.100621.0.0_FeedbackMainSwitchLB;BOOL
3996;P0.100625.0.0_TestPulseLengthActive;REAL
3997;P0.100625.1.0_TestPulseLengthActive;REAL
3998;P0.100625.2.0_TestPulseLengthActive;REAL
3999;P0.100625.3.0_TestPulseLengthActive;REAL
4000;P0.100625.4.0_TestPulseLengthActive;REAL
4001;P0.100625.5.0_TestPulseLengthActive;REAL
4002;P0.100625.6.0_TestPulseLengthActive;REAL
4003;P0.100625.7.0_TestPulseLengthActive;REAL
4004;P0.100625.8.0_TestPulseLengthActive;REAL
4005;P0.100625.9.0_TestPulseLengthActive;REAL
4006;P0.100629.0.0_TestpulseRequestedLA;BOOL
4007;P0.100633.0.0_TestpulseRequestedLB;BOOL
4008;P0.100641.0.0_State;UDINT
4009;P0.100669.0.0_SelfTestFailed_LogSettings;USINT
4010;P0.100669.1.0_SelfTestFailed_LogSettings;USINT
4011;P0.100669.2.0_SelfTestFailed_LogSettings;USINT
4012;P0.100669.3.0_SelfTestFailed_LogSettings;USINT
4013;P0.100669.4.0_SelfTestFailed_LogSettings;USINT
4014;P0.100669.5.0_SelfTestFailed_LogSettings;USINT
4015;P0.100669.6.0_SelfTestFailed_LogSettings;USINT
4016;P0.100669.7.0_SelfTestFailed_LogSettings;USINT
4017;P0.100669.8.0_SelfTestFailed_LogSettings;USINT
4018;P0.100669.9.0_SelfTestFailed_LogSettings;USINT
4019;P0.100673.0.0_OutputValue_LA;BOOL
4020;P0.100673.1.0_OutputValue_LA;BOOL
4021;P0.100673.2.0_OutputValue_LA;BOOL
4022;P0.100673.3.0_OutputValue_LA;BOOL
4023;P0.100673.4.0_OutputValue_LA;BOOL
4024;P0.100673.5.0_OutputValue_LA;BOOL
4025;P0.100673.6.0_OutputValue_LA;BOOL
4026;P0.100673.7.0_OutputValue_LA;BOOL
4027;P0.100673.8.0_OutputValue_LA;BOOL
4028;P0.100673.9.0_OutputValue_LA;BOOL
4029;P0.100675.0.0_SelfTestFailed_DiagnosisLevels;UINT
4030;P0.100675.1.0_SelfTestFailed_DiagnosisLevels;UINT
4031;P0.100675.2.0_SelfTestFailed_DiagnosisLevels;UINT
4032;P0.100675.3.0_SelfTestFailed_DiagnosisLevels;UINT
4033;P0.100675.4.0_SelfTestFailed_DiagnosisLevels;UINT
4034;P0.100675.5.0_SelfTestFailed_DiagnosisLevels;UINT
4035;P0.100675.6.0_SelfTestFailed_DiagnosisLevels;UINT
4036;P0.100675.7.0_SelfTestFailed_DiagnosisLevels;UINT
4037;P0.100675.8.0_SelfTestFailed_DiagnosisLevels;UINT
4038;P0.100675.9.0_SelfTestFailed_DiagnosisLevels;UINT
4039;P0.100687.0.0_OutputValue_LB;BOOL
4040;P0.100687.1.0_OutputValue_LB;BOOL
4041;P0.100687.2.0_OutputValue_LB;BOOL
4042;P0.100687.3.0_OutputValue_LB;BOOL
4043;P0.100687.4.0_OutputValue_LB;BOOL
4044;P0.100687.5.0_OutputValue_LB;BOOL
4045;P0.100687.6.0_OutputValue_LB;BOOL
4046;P0.100687.7.0_OutputValue_LB;BOOL
4047;P0.100687.8.0_OutputValue_LB;BOOL
4048;P0.100687.9.0_OutputValue_LB;BOOL
4049;P0.100694.0.0_OutputQualifier_LA;BOOL
4050;P0.100694.1.0_OutputQualifier_LA;BOOL
4051;P0.100694.2.0_OutputQualifier_LA;BOOL
4052;P0.100694.3.0_OutputQualifier_LA;BOOL
4053;P0.100694.4.0_OutputQualifier_LA;BOOL
4054;P0.100694.5.0_OutputQualifier_LA;BOOL
4055;P0.100694.6.0_OutputQualifier_LA;BOOL
4056;P0.100694.7.0_OutputQualifier_LA;BOOL
4057;P0.100694.8.0_OutputQualifier_LA;BOOL
4058;P0.100694.9.0_OutputQualifier_LA;BOOL
4059;P0.100696.0.0_OutputQualifier_LB;BOOL
4060;P0.100696.1.0_OutputQualifier_LB;BOOL
4061;P0.100696.2.0_OutputQualifier_LB;BOOL
4062;P0.100696.3.0_OutputQualifier_LB;BOOL
4063;P0.100696.4.0_OutputQualifier_LB;BOOL
4064;P0.100696.5.0_OutputQualifier_LB;BOOL
4065;P0.100696.6.0_OutputQualifier_LB;BOOL
4066;P0.100696.7.0_OutputQualifier_LB;BOOL
4067;P0.100696.8.0_OutputQualifier_LB;BOOL
4068;P0.100696.9.0_OutputQualifier_LB;BOOL
4069;P0.100698.0.0_OutputFeedback_LA;BOOL
4070;P0.100698.1.0_OutputFeedback_LA;BOOL
4071;P0.100698.2.0_OutputFeedback_LA;BOOL
4072;P0.100698.3.0_OutputFeedback_LA;BOOL
4073;P0.100698.4.0_OutputFeedback_LA;BOOL
4074;P0.100698.5.0_OutputFeedback_LA;BOOL
4075;P0.100698.6.0_OutputFeedback_LA;BOOL
4076;P0.100698.7.0_OutputFeedback_LA;BOOL
4077;P0.100698.8.0_OutputFeedback_LA;BOOL
4078;P0.100698.9.0_OutputFeedback_LA;BOOL
4079;P0.100700.0.0_OutputFeedback_LB;BOOL
4080;P0.100700.1.0_OutputFeedback_LB;BOOL
4081;P0.100700.2.0_OutputFeedback_LB;BOOL
4082;P0.100700.3.0_OutputFeedback_LB;BOOL
4083;P0.100700.4.0_OutputFeedback_LB;BOOL
4084;P0.100700.5.0_OutputFeedback_LB;BOOL
4085;P0.100700.6.0_OutputFeedback_LB;BOOL
4086;P0.100700.7.0_OutputFeedback_LB;BOOL
4087;P0.100700.8.0_OutputFeedback_LB;BOOL
4088;P0.100700.9.0_OutputFeedback_LB;BOOL
4089;P0.100722.0.0_FeedbackError_LogSettings;USINT
4090;P0.100722.1.0_FeedbackError_LogSettings;USINT
4091;P0.100722.2.0_FeedbackError_LogSettings;USINT
4092;P0.100722.3.0_FeedbackError_LogSettings;USINT
4093;P0.100722.4.0_FeedbackError_LogSettings;USINT
4094;P0.100722.5.0_FeedbackError_LogSettings;USINT
4095;P0.100722.6.0_FeedbackError_LogSettings;USINT
4096;P0.100722.7.0_FeedbackError_LogSettings;USINT
4097;P0.100722.8.0_FeedbackError_LogSettings;USINT
4098;P0.100722.9.0_FeedbackError_LogSettings;USINT
4099;P0.100724.0.0_FeedbackError_DiagnosisLevels;UINT
4100;P0.100724.1.0_FeedbackError_DiagnosisLevels;UINT
4101;P0.100724.2.0_FeedbackError_DiagnosisLevels;UINT
4102;P0.100724.3.0_FeedbackError_DiagnosisLevels;UINT
4103;P0.100724.4.0_FeedbackError_DiagnosisLevels;UINT
4104;P0.100724.5.0_FeedbackError_DiagnosisLevels;UINT
4105;P0.100724.6.0_FeedbackError_DiagnosisLevels;UINT
4106;P0.100724.7.0_FeedbackError_DiagnosisLevels;UINT
4107;P0.100724.8.0_FeedbackError_DiagnosisLevels;UINT
4108;P0.100724.9.0_FeedbackError_DiagnosisLevels;UINT
4109;P0.100754.0.0_Output2ChValue_LA;BOOL
4110;P0.100754.1.0_Output2ChValue_LA;BOOL
4111;P0.100754.2.0_Output2ChValue_LA;BOOL
4112;P0.100755.0.0_Output2ChValue_LB;BOOL
4113;P0.100755.1.0_Output2ChValue_LB;BOOL
4114;P0.100755.2.0_Output2ChValue_LB;BOOL
4115;P0.100756.0.0_Output2ChFeedback_LA;BOOL
4116;P0.100756.1.0_Output2ChFeedback_LA;BOOL
4117;P0.100756.2.0_Output2ChFeedback_LA;BOOL
4118;P0.100757.0.0_Output2ChFeedback_LB;BOOL
4119;P0.100757.1.0_Output2ChFeedback_LB;BOOL
4120;P0.100757.2.0_Output2ChFeedback_LB;BOOL
4121;P0.100758.0.0_Output2ChQualifier_LA;BOOL
4122;P0.100758.1.0_Output2ChQualifier_LA;BOOL
4123;P0.100758.2.0_Output2ChQualifier_LA;BOOL
4124;P0.100759.0.0_Output2ChQualifier_LB;BOOL
4125;P0.100759.1.0_Output2ChQualifier_LB;BOOL
4126;P0.100759.2.0_Output2ChQualifier_LB;BOOL
4127;P0.100770.0.0_MasterTime;UDINT
4128;P0.100831.0.0_parameterSetActivated_LogSettings;USINT
4129;P0.100833.0.0_testPulseFilterTime_active;REAL
4130;P0.100833.1.0_testPulseFilterTime_active;REAL
4131;P0.100833.2.0_testPulseFilterTime_active;REAL
4132;P0.100833.3.0_testPulseFilterTime_active;REAL
4133;P0.100833.4.0_testPulseFilterTime_active;REAL
4134;P0.100833.5.0_testPulseFilterTime_active;REAL
4135;P0.100833.6.0_testPulseFilterTime_active;REAL
4136;P0.100833.7.0_testPulseFilterTime_active;REAL
4137;P0.100833.8.0_testPulseFilterTime_active;REAL
4138;P0.100833.9.0_testPulseFilterTime_active;REAL
4139;P0.100833.10.0_testPulseFilterTime_active;REAL
4140;P0.100833.11.0_testPulseFilterTime_active;REAL
4141;P0.100834.0.0_parameterSetActivated_DiagnosisLevels;UINT
4142;P0.100838.0.0_CRC2Mismatch_LogSettings;USINT
4143;P0.100840.0.0_CRC2Mismatch_DiagnosisLevels;UINT
4144;P0.100850.0.0_CRC2Mismatch_LB_LogSettings;USINT
4145;P0.100852.0.0_CRC2Mismatch_LB_DiagnosisLevels;UINT
4154;P0.100905.0.0_CrcCrossCompareFailed_LogSettings;USINT
4157;P0.100909.0.0_CrcCrossCompareFailed_DiagnosisLevels;UINT
4165;P0.100926.0.0_CrcCrossCompareFailed_LB_LogSettings;USINT
4167;P0.100928.0.0_CrcCrossCompareFailed_LB_DiagnosisLevels;UINT
4174;P0.100939.0.0_HardFaultCauseLa;UDINT
4175;P0.100940.0.0_HardFaultCauseLb;UDINT
4176;P0.100942.0.0_safetyReinitHandlingState_LA;UDINT
4177;P0.100946.0.0_safetyReinitHandlingState_LB;UDINT
4178;P0.100950.0.0_safetyReinitHandlingStatus_LA;UDINT
4179;P0.100954.0.0_safetyReinitHandlingStatus_LB;UDINT
4180;P0.100956.0.0_SafetyReinitHandlingFailed_LogSettings;USINT
4181;P0.100959.0.0_overTemperature_FaultReactionsActive;UINT
4182;P0.100960.0.0_SafetyReinitHandlingFailed_DiagnosisLevels;UINT
4183;P0.100972.0.0_SafetyReinitHandlingFailed_LB_LogSettings;USINT
4184;P0.100974.0.0_SafetyReinitHandlingFailed_LB_DiagnosisLevels;UINT
4185;P0.100992.0.0_HardFaultOn_FaultReactionsActive;UINT
4186;P0.101005.0.0_underTemperature_FaultReactionsActive;UINT
4187;P0.101006.0.0_SF_REQ;UDINT
4188;P0.101008.0.0_SF_SFR;UDINT
4189;P0.101010.0.0_SF_SAFE;UDINT
4190;P0.101012.0.0_SF_SCV;UDINT
4191;P0.101013.0.0_overVoltageError_FaultReactionsActive;UINT
4192;P0.101013.1.0_overVoltageError_FaultReactionsActive;UINT
4193;P0.101013.2.0_overVoltageError_FaultReactionsActive;UINT
4194;P0.101013.3.0_overVoltageError_FaultReactionsActive;UINT
4195;P0.101014.0.0_SF_ENABLE;UDINT
4196;P0.101016.0.0_controlword_host;UDINT
4197;P0.101018.0.0_controlword_adv_safety;UDINT
4198;P0.101021.0.0_underVoltage_FaultReactionsActive;UINT
4199;P0.101021.1.0_underVoltage_FaultReactionsActive;UINT
4200;P0.101021.2.0_underVoltage_FaultReactionsActive;UINT
4201;P0.101021.3.0_underVoltage_FaultReactionsActive;UINT
4202;P0.101024.0.0_disableMaskSafetyCommand;UDINT
4203;P0.101032.0.0_SF_ENABLE_LA;UDINT
4204;P0.101037.0.0_InputErrorDiscrepancy_FaultReactionsActive;UINT
4205;P0.101037.1.0_InputErrorDiscrepancy_FaultReactionsActive;UINT
4206;P0.101037.2.0_InputErrorDiscrepancy_FaultReactionsActive;UINT
4207;P0.101037.3.0_InputErrorDiscrepancy_FaultReactionsActive;UINT
4208;P0.101037.4.0_InputErrorDiscrepancy_FaultReactionsActive;UINT
4209;P0.101037.5.0_InputErrorDiscrepancy_FaultReactionsActive;UINT
4210;P0.101040.0.0_SF_SCV_LA;UDINT
4211;P0.101045.0.0_SelfTestFailed_FaultReactionsActive;UINT
4212;P0.101045.1.0_SelfTestFailed_FaultReactionsActive;UINT
4213;P0.101045.2.0_SelfTestFailed_FaultReactionsActive;UINT
4214;P0.101045.3.0_SelfTestFailed_FaultReactionsActive;UINT
4215;P0.101045.4.0_SelfTestFailed_FaultReactionsActive;UINT
4216;P0.101045.5.0_SelfTestFailed_FaultReactionsActive;UINT
4217;P0.101045.6.0_SelfTestFailed_FaultReactionsActive;UINT
4218;P0.101045.7.0_SelfTestFailed_FaultReactionsActive;UINT
4219;P0.101045.8.0_SelfTestFailed_FaultReactionsActive;UINT
4220;P0.101045.9.0_SelfTestFailed_FaultReactionsActive;UINT
4221;P0.101048.0.0_SF_SAFE_LA;UDINT
4222;P0.101049.0.0_FeedbackError_FaultReactionsActive;UINT
4223;P0.101049.1.0_FeedbackError_FaultReactionsActive;UINT
4224;P0.101049.2.0_FeedbackError_FaultReactionsActive;UINT
4225;P0.101049.3.0_FeedbackError_FaultReactionsActive;UINT
4226;P0.101049.4.0_FeedbackError_FaultReactionsActive;UINT
4227;P0.101049.5.0_FeedbackError_FaultReactionsActive;UINT
4228;P0.101049.6.0_FeedbackError_FaultReactionsActive;UINT
4229;P0.101049.7.0_FeedbackError_FaultReactionsActive;UINT
4230;P0.101049.8.0_FeedbackError_FaultReactionsActive;UINT
4231;P0.101049.9.0_FeedbackError_FaultReactionsActive;UINT
4232;P0.101056.0.0_SF_SFR_LA;UDINT
4233;P0.101060.0.0_SF_REQ_LA;UDINT
4234;P0.101064.0.0_SF_ENABLE_LB;UDINT
4235;P0.101070.0.0_SF_SCV_LB;UDINT
4236;P0.101072.0.0_SF_SAFE_LB;UDINT
4237;P0.101073.0.0_InputErrorDiscrepancy_LogSettings;USINT
4238;P0.101073.1.0_InputErrorDiscrepancy_LogSettings;USINT
4239;P0.101073.2.0_InputErrorDiscrepancy_LogSettings;USINT
4240;P0.101073.3.0_InputErrorDiscrepancy_LogSettings;USINT
4241;P0.101073.4.0_InputErrorDiscrepancy_LogSettings;USINT
4242;P0.101073.5.0_InputErrorDiscrepancy_LogSettings;USINT
4243;P0.101074.0.0_SF_SFR_LB;UDINT
4244;P0.101075.0.0_InputErrorDiscrepancy_DiagnosisLevels;UINT
4245;P0.101075.1.0_InputErrorDiscrepancy_DiagnosisLevels;UINT
4246;P0.101075.2.0_InputErrorDiscrepancy_DiagnosisLevels;UINT
4247;P0.101075.3.0_InputErrorDiscrepancy_DiagnosisLevels;UINT
4248;P0.101075.4.0_InputErrorDiscrepancy_DiagnosisLevels;UINT
4249;P0.101075.5.0_InputErrorDiscrepancy_DiagnosisLevels;UINT
4250;P0.101078.0.0_SF_REQ_LB;UDINT
4251;P0.101080.0.0_ss1CommandHost;BOOL
4252;P0.101092.0.0_ss2CommandHost;BOOL
4253;P0.101096.0.0_errorStatus;UINT
4254;P0.101117.0.0_disableMaskErrorStatus;UINT
4255;P0.101126.0.0_slsLimitHost;REAL
4256;P0.101128.0.0_slsCommandHost;BOOL
4257;P0.101129.0.0_slsVLimit;REAL
4266;P0.101199.0.0_discrepancyTimeActive;REAL
4267;P0.101199.1.0_discrepancyTimeActive;REAL
4268;P0.101199.2.0_discrepancyTimeActive;REAL
4269;P0.101199.3.0_discrepancyTimeActive;REAL
4270;P0.101199.4.0_discrepancyTimeActive;REAL
4271;P0.101199.5.0_discrepancyTimeActive;REAL
4272;P0.101204.0.0_HardFaultOn_LogSettings;USINT
4273;P0.101206.0.0_HardFaultOn_DiagnosisLevels;UINT
4274;P0.101258.0.0_DigitalInputSelfTestFailed_LogSettings;USINT
4275;P0.101258.1.0_DigitalInputSelfTestFailed_LogSettings;USINT
4276;P0.101258.2.0_DigitalInputSelfTestFailed_LogSettings;USINT
4277;P0.101258.3.0_DigitalInputSelfTestFailed_LogSettings;USINT
4278;P0.101258.4.0_DigitalInputSelfTestFailed_LogSettings;USINT
4279;P0.101258.5.0_DigitalInputSelfTestFailed_LogSettings;USINT
4280;P0.101258.6.0_DigitalInputSelfTestFailed_LogSettings;USINT
4281;P0.101258.7.0_DigitalInputSelfTestFailed_LogSettings;USINT
4282;P0.101258.8.0_DigitalInputSelfTestFailed_LogSettings;USINT
4283;P0.101258.9.0_DigitalInputSelfTestFailed_LogSettings;USINT
4284;P0.101258.10.0_DigitalInputSelfTestFailed_LogSettings;USINT
4285;P0.101258.11.0_DigitalInputSelfTestFailed_LogSettings;USINT
4286;P0.101266.0.0_DigitalInputSelfTestFailed_DiagnosisLevels;UINT
4287;P0.101266.1.0_DigitalInputSelfTestFailed_DiagnosisLevels;UINT
4288;P0.101266.2.0_DigitalInputSelfTestFailed_DiagnosisLevels;UINT
4289;P0.101266.3.0_DigitalInputSelfTestFailed_DiagnosisLevels;UINT
4290;P0.101266.4.0_DigitalInputSelfTestFailed_DiagnosisLevels;UINT
4291;P0.101266.5.0_DigitalInputSelfTestFailed_DiagnosisLevels;UINT
4292;P0.101266.6.0_DigitalInputSelfTestFailed_DiagnosisLevels;UINT
4293;P0.101266.7.0_DigitalInputSelfTestFailed_DiagnosisLevels;UINT
4294;P0.101266.8.0_DigitalInputSelfTestFailed_DiagnosisLevels;UINT
4295;P0.101266.9.0_DigitalInputSelfTestFailed_DiagnosisLevels;UINT
4296;P0.101266.10.0_DigitalInputSelfTestFailed_DiagnosisLevels;UINT
4297;P0.101266.11.0_DigitalInputSelfTestFailed_DiagnosisLevels;UINT
4298;P0.101292.0.0_DigitalInputSelfTestFailed_FaultReactionsActive;UINT
4299;P0.101292.1.0_DigitalInputSelfTestFailed_FaultReactionsActive;UINT
4300;P0.101292.2.0_DigitalInputSelfTestFailed_FaultReactionsActive;UINT
4301;P0.101292.3.0_DigitalInputSelfTestFailed_FaultReactionsActive;UINT
4302;P0.101292.4.0_DigitalInputSelfTestFailed_FaultReactionsActive;UINT
4303;P0.101292.5.0_DigitalInputSelfTestFailed_FaultReactionsActive;UINT
4304;P0.101292.6.0_DigitalInputSelfTestFailed_FaultReactionsActive;UINT
4305;P0.101292.7.0_DigitalInputSelfTestFailed_FaultReactionsActive;UINT
4306;P0.101292.8.0_DigitalInputSelfTestFailed_FaultReactionsActive;UINT
4307;P0.101292.9.0_DigitalInputSelfTestFailed_FaultReactionsActive;UINT
4308;P0.101292.10.0_DigitalInputSelfTestFailed_FaultReactionsActive;UINT
4309;P0.101292.11.0_DigitalInputSelfTestFailed_FaultReactionsActive;UINT
4310;P0.48012.0.0_automaticVoltageDetection;BOOL
4311;P0.48013.0.0_percentageAutomaticVoltageChopper;REAL
4312;P0.1064.0.0_shiftTimeTooShortCounter;UINT
4316;P0.101492.0.0_RegR14last;UDINT
4317;P0.101494.0.0_RegR13sp;UDINT
4318;P0.101502.0.0_enableExtendedLineSettingIncEncoder;BOOL
4319;P0.101502.1.0_enableExtendedLineSettingIncEncoder;BOOL
4320;P0.101502.2.0_enableExtendedLineSettingIncEncoder;BOOL
4321;P0.101503.0.0_extendedLineSettingIncEncoder;UDINT
4322;P0.101503.1.0_extendedLineSettingIncEncoder;UDINT
4323;P0.101503.2.0_extendedLineSettingIncEncoder;UDINT
4364;P0.100933.0.0_CurrentErrorReactionLA;UINT
4366;P0.100935.0.0_CurrentErrorReactionLB;UINT
4367;P0.100963.0.0_ErrorQueueThresholdReached_LogSettings;USINT
4368;P0.101029.0.0_ErrorQueueThresholdReached_FaultReactionsActive;UINT
4369;P0.101152.0.0_ErrorQueueThresholdReached_DiagnosisLevels;UINT
4371;P0.101322.0.0_Crc2_LB;USINT
4372;P0.101388.0.0_SynchronizedErrorReactionLA;UINT
4373;P0.101392.0.0_SynchronizedErrorReactionLB;UINT
4374;P0.101413.0.0_hardFaultExceptionCounter;UDINT
4375;P0.101413.1.0_hardFaultExceptionCounter;UDINT
4376;P0.101417.0.0_hardFaultExceptionCause;UDINT
4377;P0.101417.1.0_hardFaultExceptionCause;UDINT
4378;P0.101421.0.0_hardFaultRegisterLR;UDINT
4379;P0.101421.1.0_hardFaultRegisterLR;UDINT
4380;P0.101423.0.0_hardFaultRegisterIPSR;UDINT
4381;P0.101423.1.0_hardFaultRegisterIPSR;UDINT
4382;P0.101425.0.0_hardFaultRegisterCFSR;UDINT
4383;P0.101425.1.0_hardFaultRegisterCFSR;UDINT
4384;P0.101427.0.0_hardFaultRegisterHFSR;UDINT
4385;P0.101427.1.0_hardFaultRegisterHFSR;UDINT
4386;P0.101429.0.0_hardFaultRegisterBFAR;UDINT
4387;P0.101429.1.0_hardFaultRegisterBFAR;UDINT
4388;P0.101431.0.0_hardFaultRegisterMMAR;UDINT
4389;P0.101431.1.0_hardFaultRegisterMMAR;UDINT
4390;P0.101433.0.0_hardFaultRegisterAFSR;UDINT
4391;P0.101433.1.0_hardFaultRegisterAFSR;UDINT
4392;P0.101435.0.0_hardFaultRegisterSHCSR;UDINT
4393;P0.101435.1.0_hardFaultRegisterSHCSR;UDINT
4394;P0.101437.0.0_hardFaultRegisterCSR;UDINT
4395;P0.101437.1.0_hardFaultRegisterCSR;UDINT
4396;P0.101439.0.0_OnlySafeAcknowledgeAllowed;BOOL
4397;P0.101443.0.0_CRC1MissmatchPrepared_FaultReactionsActive;UINT
4398;P0.101447.0.0_CRC1MissmatchActive_FaultReactionsActive;UINT
4399;P0.101451.0.0_ActiveOnlySafeAcknowledgeAllowed;BOOL
4400;P0.101457.0.0_hardFaultSafety_LogSettings;USINT
4401;P0.101457.1.0_hardFaultSafety_LogSettings;USINT
4402;P0.101459.0.0_CrcCrossCompareFailed_FaultReactionsActive;UINT
4403;P0.101461.0.0_hardFaultSafety_DiagnosisLevels;UINT
4404;P0.101461.1.0_hardFaultSafety_DiagnosisLevels;UINT
4405;P0.101464.0.0_SafetyReinitHandlingFailed_FaultReactionsActive;UINT
4406;P0.101466.0.0_CRC2Mismatch_FaultReactionsActive;UINT
4407;P0.101468.0.0_Crc2Eeprom_LA;USINT
4408;P0.101470.0.0_Crc2Eeprom_LB;USINT
4411;P0.101505.0.0_syncClockLa;ULINT
4412;P0.101506.0.0_syncClockLb;ULINT
4413;P0.60.1.0_SingleturnResolution;UDINT
4414;P0.61.1.0_MultiturnResolution;UDINT
4415;P0.62.1.0_NativeSingleturnPosition;UDINT
4416;P0.63.1.0_NativeMultiturnPosition;UDINT
4417;P0.64.1.0_EnDat22Support;BOOL
4418;P0.65.1.0_IdentifictionNumber;UINT
4419;P0.66.1.0_SerialNumber;UINT
4421;P0.68.1.0_EncoderPosition;DINT
4422;P0.69.1.0_CablePropagationTime;UDINT
4423;P0.610.1.0_InternalTemperature;UDINT
4424;P0.611.1.0_ExternalTemperature;UDINT
4427;P0.615.1.0_EncoderSupplyVoltage;REAL
4428;P0.640.1.0_Position;LINT
4438;P0.1250.1.0_SingleturnResolution;UDINT
4439;P0.1251.1.0_MultiturnResolution;UDINT
4440;P0.1252.1.0_NativeSingleturnPosition;UDINT
4441;P0.1253.1.0_NativeMultiturnPosition;UDINT
4443;P0.1255.1.0_IdentifictionNumber;UINT
4444;P0.1256.1.0_SerialNumber;UINT
4446;P0.1258.1.0_EncoderPosition;DINT
4447;P0.1259.1.0_CablePropagationTime;UDINT
4450;P0.6412.1.0_lines;UDINT
4451;P0.6413.1.0_digitalSingleturnResolution;UDINT
4452;P0.6414.1.0_digitalMultiturnResolution;UDINT
4453;P0.6415.1.0_Multiturn;BOOL
4454;P0.6416.1.0_MemorySize;UDINT
4455;P0.6417.1.0_SerialNo;STRING(10)
4456;P0.6418.1.0_firmwareVersion;STRING(21)
4457;P0.6419.1.0_firmwareDate;STRING(9)
4458;P0.6420.1.0_encoderType;USINT
