pnu;name;data_type;parameter_id
3993;TestPulseLength;REAL;0.100600.9
3994;FeedbackMainSwitchLA;BOOL;0.100617.0
3995;FeedbackMainSwitchLB;BOOL;0.100621.0
3996;TestPulseLengthActive;REAL;0.100625.0
3997;TestPulseLengthActive;REAL;0.100625.1
3998;TestPulseLengthActive;REAL;0.100625.2
3999;TestPulseLengthActive;REAL;0.100625.3
4000;TestPulseLengthActive;REAL;0.100625.4
4001;TestPulseLengthActive;REAL;0.100625.5
4002;TestPulseLengthActive;REAL;0.100625.6
4003;TestPulseLengthActive;REAL;0.100625.7
4004;TestPulseLengthActive;REAL;0.100625.8
4005;TestPulseLengthActive;REAL;0.100625.9
4006;TestpulseRequestedLA;BOOL;0.100629.0
4007;TestpulseRequestedLB;BOOL;0.100633.0
4008;State;UDINT;0.100641.0
4019;OutputValue_LA;BOOL;0.100673.0
4020;OutputValue_LA;BOOL;0.100673.1
4021;OutputValue_LA;BOOL;0.100673.2
4022;OutputValue_LA;BOOL;0.100673.3
4023;OutputValue_LA;BOOL;0.100673.4
4024;OutputValue_LA;BOOL;0.100673.5
4025;OutputValue_LA;BOOL;0.100673.6
4026;OutputValue_LA;BOOL;0.100673.7
4027;OutputValue_LA;BOOL;0.100673.8
4028;OutputValue_LA;BOOL;0.100673.9
4029;SelfTestFailed_DiagnosisLevels;UINT;0.100675.0
4030;SelfTestFailed_DiagnosisLevels;UINT;0.100675.1
4031;SelfTestFailed_DiagnosisLevels;UINT;0.100675.2
4032;SelfTestFailed_DiagnosisLevels;UINT;0.100675.3
4033;SelfTestFailed_DiagnosisLevels;UINT;0.100675.4
4034;SelfTestFailed_DiagnosisLevels;UINT;0.100675.5
4035;SelfTestFailed_DiagnosisLevels;UINT;0.100675.6
4036;SelfTestFailed_DiagnosisLevels;UINT;0.100675.7
4037;SelfTestFailed_DiagnosisLevels;UINT;0.100675.8
4038;SelfTestFailed_DiagnosisLevels;UINT;0.100675.9
4039;OutputValue_LB;BOOL;0.100687.0
4040;OutputValue_LB;BOOL;0.100687.1
4041;OutputValue_LB;BOOL;0.100687.2
4042;OutputValue_LB;BOOL;0.100687.3
4043;OutputValue_LB;BOOL;0.100687.4
4044;OutputValue_LB;BOOL;0.100687.5
4045;OutputValue_LB;BOOL;0.100687.6
4046;OutputValue_LB;BOOL;0.100687.7
4047;OutputValue_LB;BOOL;0.100687.8
4048;OutputValue_LB;BOOL;0.100687.9
4049;OutputQualifier_LA;BOOL;0.100694.0
4050;OutputQualifier_LA;BOOL;0.100694.1
4051;OutputQualifier_LA;BOOL;0.100694.2
4052;OutputQualifier_LA;BOOL;0.100694.3
4053;OutputQualifier_LA;BOOL;0.100694.4
4054;OutputQualifier_LA;BOOL;0.100694.5
4055;OutputQualifier_LA;BOOL;0.100694.6
4056;OutputQualifier_LA;BOOL;0.100694.7
4057;OutputQualifier_LA;BOOL;0.100694.8
4058;OutputQualifier_LA;BOOL;0.100694.9
4059;OutputQualifier_LB;BOOL;0.100696.0
4060;OutputQualifier_LB;BOOL;0.100696.1
4061;OutputQualifier_LB;BOOL;0.100696.2
4062;OutputQualifier_LB;BOOL;0.100696.3
4063;OutputQualifier_LB;BOOL;0.100696.4
4064;OutputQualifier_LB;BOOL;0.100696.5
4065;OutputQualifier_LB;BOOL;0.100696.6
4066;OutputQualifier_LB;BOOL;0.100696.7
4067;OutputQualifier_LB;BOOL;0.100696.8
4068;OutputQualifier_LB;BOOL;0.100696.9
4069;OutputFeedback_LA;BOOL;0.100698.0
4070;OutputFeedback_LA;BOOL;0.100698.1
4071;OutputFeedback_LA;BOOL;0.100698.2
4072;OutputFeedback_LA;BOOL;0.100698.3
4073;OutputFeedback_LA;BOOL;0.100698.4
4074;OutputFeedback_LA;BOOL;0.100698.5
4075;OutputFeedback_LA;BOOL;0.100698.6
4076;OutputFeedback_LA;BOOL;0.100698.7
4077;OutputFeedback_LA;BOOL;0.100698.8
4078;OutputFeedback_LA;BOOL;0.100698.9
4079;OutputFeedback_LB;BOOL;0.100700.0
4080;OutputFeedback_LB;BOOL;0.100700.1
4081;OutputFeedback_LB;BOOL;0.100700.2
4082;OutputFeedback_LB;BOOL;0.100700.3
4083;OutputFeedback_LB;BOOL;0.100700.4
4084;OutputFeedback_LB;BOOL;0.100700.5
4085;OutputFeedback_LB;BOOL;0.100700.6
4086;OutputFeedback_LB;BOOL;0.100700.7
4087;OutputFeedback_LB;BOOL;0.100700.8
4088;OutputFeedback_LB;BOOL;0.100700.9
4099;FeedbackError_DiagnosisLevels;UINT;0.100724.0
4100;FeedbackError_DiagnosisLevels;UINT;0.100724.1
4101;FeedbackError_DiagnosisLevels;UINT;0.100724.2
4102;FeedbackError_DiagnosisLevels;UINT;0.100724.3
4103;FeedbackError_DiagnosisLevels;UINT;0.100724.4
4104;FeedbackError_DiagnosisLevels;UINT;0.100724.5
4105;FeedbackError_DiagnosisLevels;UINT;0.100724.6
4106;FeedbackError_DiagnosisLevels;UINT;0.100724.7
4107;FeedbackError_DiagnosisLevels;UINT;0.100724.8
4108;FeedbackError_DiagnosisLevels;UINT;0.100724.9
4109;Output2ChValue_LA;BOOL;0.100754.0
4110;Output2ChValue_LA;BOOL;0.100754.1
4111;Output2ChValue_LA;BOOL;0.100754.2
4112;Output2ChValue_LB;BOOL;0.100755.0
4113;Output2ChValue_LB;BOOL;0.100755.1
4114;Output2ChValue_LB;BOOL;0.100755.2
4115;Output2ChFeedback_LA;BOOL;0.100756.0
4116;Output2ChFeedback_LA;BOOL;0.100756.1
4117;Output2ChFeedback_LA;BOOL;0.100756.2
4118;Output2ChFeedback_LB;BOOL;0.100757.0
4119;Output2ChFeedback_LB;BOOL;0.100757.1
4120;Output2ChFeedback_LB;BOOL;0.100757.2
4121;Output2ChQualifier_LA;BOOL;0.100758.0
4122;Output2ChQualifier_LA;BOOL;0.100758.1
4123;Output2ChQualifier_LA;BOOL;0.100758.2
4124;Output2ChQualifier_LB;BOOL;0.100759.0
4125;Output2ChQualifier_LB;BOOL;0.100759.1
4126;Output2ChQualifier_LB;BOOL;0.100759.2
4127;MasterTime;UDINT;0.100770.0
4128;parameterSetActivated_LogSettings;USINT;0.100831.0
4129;testPulseFilterTime_active;REAL;0.100833.0
4130;testPulseFilterTime_active;REAL;0.100833.1
4131;testPulseFilterTime_active;REAL;0.100833.2
4132;testPulseFilterTime_active;REAL;0.100833.3
4133;testPulseFilterTime_active;REAL;0.100833.4
4134;testPulseFilterTime_active;REAL;0.100833.5
4135;testPulseFilterTime_active;REAL;0.100833.6
4136;testPulseFilterTime_active;REAL;0.100833.7
4137;testPulseFilterTime_active;REAL;0.100833.8
4138;testPulseFilterTime_active;REAL;0.100833.9
4139;testPulseFilterTime_active;REAL;0.100833.10
4140;testPulseFilterTime_active;REAL;0.100833.11
4141;parameterSetActivated_DiagnosisLevels;UINT;0.100834.0
4143;CRC2Mismatch_DiagnosisLevels;UINT;0.100840.0
4145;CRC2Mismatch_LB_DiagnosisLevels;UINT;0.100852.0
4152;CompareIdLa;UINT;0.100899.0
4153;CompareIdLb;UINT;0.100903.0
4157;CrcCrossCompareFailed_DiagnosisLevels;UINT;0.100909.0
4160;CompareValueTypeLa;UDINT;0.100915.0
4161;CompareValueTypeLb;UDINT;0.100919.0
4164;CommandTxBufferFullCounterLa;UDINT;0.100925.0
4166;CommandTxBufferFullCounterLb;UDINT;0.100927.0
4167;CrcCrossCompareFailed_LB_DiagnosisLevels;UINT;0.100928.0
4168;CommandRxBufferFullCounterLa;UDINT;0.100929.0
4173;CommandRxBufferFullCounterLb;UDINT;0.100938.0
4174;HardFaultCauseLa;UDINT;0.100939.0
4175;HardFaultCauseLb;UDINT;0.100940.0
4176;safetyReinitHandlingState_LA;UDINT;0.100942.0
4177;safetyReinitHandlingState_LB;UDINT;0.100946.0
4178;safetyReinitHandlingStatus_LA;UDINT;0.100950.0
4179;safetyReinitHandlingStatus_LB;UDINT;0.100954.0
4181;overTemperature_FaultReactionsActive;UINT;0.100959.0
4182;SafetyReinitHandlingFailed_DiagnosisLevels;UINT;0.100960.0
4184;SafetyReinitHandlingFailed_LB_DiagnosisLevels;UINT;0.100974.0
4185;HardFaultOn_FaultReactionsActive;UINT;0.100992.0
4186;underTemperature_FaultReactionsActive;UINT;0.101005.0
4187;SF_REQ;UDINT;0.101006.0
4188;SF_SFR;UDINT;0.101008.0
4189;SF_SAFE;UDINT;0.101010.0
4190;SF_SCV;UDINT;0.101012.0
4191;overVoltageError_FaultReactionsActive;UINT;0.101013.0
4192;overVoltageError_FaultReactionsActive;UINT;0.101013.1
4193;overVoltageError_FaultReactionsActive;UINT;0.101013.2
4194;overVoltageError_FaultReactionsActive;UINT;0.101013.3
4195;SF_ENABLE;UDINT;0.101014.0
4196;controlword_host;UDINT;0.101016.0
4197;controlword_adv_safety;UDINT;0.101018.0
4198;underVoltage_FaultReactionsActive;UINT;0.101021.0
4199;underVoltage_FaultReactionsActive;UINT;0.101021.1
4200;underVoltage_FaultReactionsActive;UINT;0.101021.2
4201;underVoltage_FaultReactionsActive;UINT;0.101021.3
4202;disableMaskSafetyCommand;UDINT;0.101024.0
4203;SF_ENABLE_LA;UDINT;0.101032.0
4204;InputErrorDiscrepancy_FaultReactionsActive;UINT;0.101037.0
4205;InputErrorDiscrepancy_FaultReactionsActive;UINT;0.101037.1
4206;InputErrorDiscrepancy_FaultReactionsActive;UINT;0.101037.2
4207;InputErrorDiscrepancy_FaultReactionsActive;UINT;0.101037.3
4208;InputErrorDiscrepancy_FaultReactionsActive;UINT;0.101037.4
4209;InputErrorDiscrepancy_FaultReactionsActive;UINT;0.101037.5
4210;SF_SCV_LA;UDINT;0.101040.0
4211;SelfTestFailed_FaultReactionsActive;UINT;0.101045.0
4212;SelfTestFailed_FaultReactionsActive;UINT;0.101045.1
4213;SelfTestFailed_FaultReactionsActive;UINT;0.101045.2
4214;SelfTestFailed_FaultReactionsActive;UINT;0.101045.3
4215;SelfTestFailed_FaultReactionsActive;UINT;0.101045.4
4216;SelfTestFailed_FaultReactionsActive;UINT;0.101045.5
4217;SelfTestFailed_FaultReactionsActive;UINT;0.101045.6
4218;SelfTestFailed_FaultReactionsActive;UINT;0.101045.7
4219;SelfTestFailed_FaultReactionsActive;UINT;0.101045.8
4220;SelfTestFailed_FaultReactionsActive;UINT;0.101045.9
4221;SF_SAFE_LA;UDINT;0.101048.0
4222;FeedbackError_FaultReactionsActive;UINT;0.101049.0
4223;FeedbackError_FaultReactionsActive;UINT;0.101049.1
4224;FeedbackError_FaultReactionsActive;UINT;0.101049.2
4225;FeedbackError_FaultReactionsActive;UINT;0.101049.3
4226;FeedbackError_FaultReactionsActive;UINT;0.101049.4
4227;FeedbackError_FaultReactionsActive;UINT;0.101049.5
4228;FeedbackError_FaultReactionsActive;UINT;0.101049.6
4229;FeedbackError_FaultReactionsActive;UINT;0.101049.7
4230;FeedbackError_FaultReactionsActive;UINT;0.101049.8
4231;FeedbackError_FaultReactionsActive;UINT;0.101049.9
4232;SF_SFR_LA;UDINT;0.101056.0
4233;SF_REQ_LA;UDINT;0.101060.0
4234;SF_ENABLE_LB;UDINT;0.101064.0
4235;SF_SCV_LB;UDINT;0.101070.0
4236;SF_SAFE_LB;UDINT;0.101072.0
4243;SF_SFR_LB;UDINT;0.101074.0
4244;InputErrorDiscrepancy_DiagnosisLevels;UINT;0.101075.0
4245;InputErrorDiscrepancy_DiagnosisLevels;UINT;0.101075.1
4246;InputErrorDiscrepancy_DiagnosisLevels;UINT;0.101075.2
4247;InputErrorDiscrepancy_DiagnosisLevels;UINT;0.101075.3
4248;InputErrorDiscrepancy_DiagnosisLevels;UINT;0.101075.4
4249;InputErrorDiscrepancy_DiagnosisLevels;UINT;0.101075.5
4250;SF_REQ_LB;UDINT;0.101078.0
4251;ss1CommandHost;BOOL;0.101080.0
4252;ss2CommandHost;BOOL;0.101092.0
4253;errorStatus;UINT;0.101096.0
4254;disableMaskErrorStatus;UINT;0.101117.0
4255;slsLimitHost;REAL;0.101126.0
4256;slsCommandHost;BOOL;0.101128.0
4266;discrepancyTimeActive;REAL;0.101199.0
4267;discrepancyTimeActive;REAL;0.101199.1
4268;discrepancyTimeActive;REAL;0.101199.2
4269;discrepancyTimeActive;REAL;0.101199.3
4270;discrepancyTimeActive;REAL;0.101199.4
4271;discrepancyTimeActive;REAL;0.101199.5
4273;HardFaultOn_DiagnosisLevels;UINT;0.101206.0
4286;DigitalInputSelfTestFailed_DiagnosisLevels;UINT;0.101266.0
4287;DigitalInputSelfTestFailed_DiagnosisLevels;UINT;0.101266.1
4288;DigitalInputSelfTestFailed_DiagnosisLevels;UINT;0.101266.2
4289;DigitalInputSelfTestFailed_DiagnosisLevels;UINT;0.101266.3
4290;DigitalInputSelfTestFailed_DiagnosisLevels;UINT;0.101266.4
4291;DigitalInputSelfTestFailed_DiagnosisLevels;UINT;0.101266.5
4292;DigitalInputSelfTestFailed_DiagnosisLevels;UINT;0.101266.6
4293;DigitalInputSelfTestFailed_DiagnosisLevels;UINT;0.101266.7
4294;DigitalInputSelfTestFailed_DiagnosisLevels;UINT;0.101266.8
4295;DigitalInputSelfTestFailed_DiagnosisLevels;UINT;0.101266.9
4296;DigitalInputSelfTestFailed_DiagnosisLevels;UINT;0.101266.10
4297;DigitalInputSelfTestFailed_DiagnosisLevels;UINT;0.101266.11
4298;DigitalInputSelfTestFailed_FaultReactionsActive;UINT;0.101292.0
4299;DigitalInputSelfTestFailed_FaultReactionsActive;UINT;0.101292.1
4300;DigitalInputSelfTestFailed_FaultReactionsActive;UINT;0.101292.2
4301;DigitalInputSelfTestFailed_FaultReactionsActive;UINT;0.101292.3
4302;DigitalInputSelfTestFailed_FaultReactionsActive;UINT;0.101292.4
4303;DigitalInputSelfTestFailed_FaultReactionsActive;UINT;0.101292.5
4304;DigitalInputSelfTestFailed_FaultReactionsActive;UINT;0.101292.6
4305;DigitalInputSelfTestFailed_FaultReactionsActive;UINT;0.101292.7
4306;DigitalInputSelfTestFailed_FaultReactionsActive;UINT;0.101292.8
4307;DigitalInputSelfTestFailed_FaultReactionsActive;UINT;0.101292.9
4308;DigitalInputSelfTestFailed_FaultReactionsActive;UINT;0.101292.10
4309;DigitalInputSelfTestFailed_FaultReactionsActive;UINT;0.101292.11
4310;automaticVoltageDetection;BOOL;0.48012.0
4311;percentageAutomaticVoltageChopper;REAL;0.48013.0
4312;shiftTimeTooShortCounter;UINT;0.1064.0
4316;RegR14last;UDINT;0.101492.0
4317;RegR13sp;UDINT;0.101494.0
4318;enableExtendedLineSettingIncEncoder;BOOL;0.101502.0
4319;enableExtendedLineSettingIncEncoder;BOOL;0.101502.1
4320;enableExtendedLineSettingIncEncoder;BOOL;0.101502.2
4321;extendedLineSettingIncEncoder;UDINT;0.101503.0
4322;extendedLineSettingIncEncoder;UDINT;0.101503.1
4323;extendedLineSettingIncEncoder;UDINT;0.101503.2
4364;CurrentErrorReactionLA;UINT;0.100933.0
4366;CurrentErrorReactionLB;UINT;0.100935.0
4368;ErrorQueueThresholdReached_FaultReactionsActive;UINT;0.101029.0
4369;ErrorQueueThresholdReached_DiagnosisLevels;UINT;0.101152.0
4371;Crc2_LB;USINT;0.101322.0
4372;SynchronizedErrorReactionLA;UINT;0.101388.0
4373;SynchronizedErrorReactionLB;UINT;0.101392.0
4374;hardFaultExceptionCounter;UDINT;0.101413.0
4375;hardFaultExceptionCounter;UDINT;0.101413.1
4376;hardFaultExceptionCause;UDINT;0.101417.0
4377;hardFaultExceptionCause;UDINT;0.101417.1
4378;hardFaultRegisterLR;UDINT;0.101421.0
4379;hardFaultRegisterLR;UDINT;0.101421.1
4380;hardFaultRegisterIPSR;UDINT;0.101423.0
4381;hardFaultRegisterIPSR;UDINT;0.101423.1
4382;hardFaultRegisterCFSR;UDINT;0.101425.0
4383;hardFaultRegisterCFSR;UDINT;0.101425.1
4384;hardFaultRegisterHFSR;UDINT;0.101427.0
4385;hardFaultRegisterHFSR;UDINT;0.101427.1
4386;hardFaultRegisterBFAR;UDINT;0.101429.0
4387;hardFaultRegisterBFAR;UDINT;0.101429.1
4388;hardFaultRegisterMMAR;UDINT;0.101431.0
4389;hardFaultRegisterMMAR;UDINT;0.101431.1
4390;hardFaultRegisterAFSR;UDINT;0.101433.0
4391;hardFaultRegisterAFSR;UDINT;0.101433.1
4392;hardFaultRegisterSHCSR;UDINT;0.101435.0
4393;hardFaultRegisterSHCSR;UDINT;0.101435.1
4394;hardFaultRegisterCSR;UDINT;0.101437.0
4395;hardFaultRegisterCSR;UDINT;0.101437.1
4396;OnlySafeAcknowledgeAllowed;BOOL;0.101439.0
4397;CRC1MissmatchPrepared_FaultReactionsActive;UINT;0.101443.0
4398;CRC1MissmatchActive_FaultReactionsActive;UINT;0.101447.0
4399;ActiveOnlySafeAcknowledgeAllowed;BOOL;0.101451.0
4400;hardFaultSafety_LogSettings;USINT;0.101457.0
4401;hardFaultSafety_LogSettings;USINT;0.101457.1
4402;CrcCrossCompareFailed_FaultReactionsActive;UINT;0.101459.0
4403;hardFaultSafety_DiagnosisLevels;UINT;0.101461.0
4404;hardFaultSafety_DiagnosisLevels;UINT;0.101461.1
4405;SafetyReinitHandlingFailed_FaultReactionsActive;UINT;0.101464.0
4406;CRC2Mismatch_FaultReactionsActive;UINT;0.101466.0
4407;Crc2Eeprom_LA;USINT;0.101468.0
4408;Crc2Eeprom_LB;USINT;0.101470.0
4413;SingleturnResolution;UDINT;0.60.1
4414;MultiturnResolution;UDINT;0.61.1
4415;NativeSingleturnPosition;UDINT;0.62.1
4416;NativeMultiturnPosition;UDINT;0.63.1
4417;EnDat22Support;BOOL;0.64.1
4418;IdentifictionNumber;UINT;0.65.1
4419;SerialNumber;UINT;0.66.1
4421;EncoderPosition;DINT;0.68.1
4422;CablePropagationTime;UDINT;0.69.1
4423;InternalTemperature;UDINT;0.610.1
4424;ExternalTemperature;UDINT;0.611.1
4427;EncoderSupplyVoltage;REAL;0.615.1
4428;Position;LINT;0.640.1
4438;SingleturnResolution;UDINT;0.1250.1
4439;MultiturnResolution;UDINT;0.1251.1
4440;NativeSingleturnPosition;UDINT;0.1252.1
4441;NativeMultiturnPosition;UDINT;0.1253.1
4443;IdentifictionNumber;UINT;0.1255.1
4444;SerialNumber;UINT;0.1256.1
4446;EncoderPosition;DINT;0.1258.1
4447;CablePropagationTime;UDINT;0.1259.1
4450;lines;UDINT;0.6412.1
4451;digitalSingleturnResolution;UDINT;0.6413.1
4452;digitalMultiturnResolution;UDINT;0.6414.1
4453;Multiturn;BOOL;0.6415.1
4454;MemorySize;UDINT;0.6416.1
4455;SerialNo;STRING(10);0.6417.1
4456;firmwareVersion;STRING(21);0.6418.1
4457;firmwareDate;STRING(9);0.6419.1
4458;encoderType;USINT;0.6420.1
4459;NativePosition;UDINT;0.6421.1
4465;ErrorByte;USINT;0.6427.1
4470;EncoderSupplyVoltage;REAL;0.6432.1
4471;vectorLength;REAL;0.6438.1
4472;LowerLimitVectorLength;REAL;0.6439.1
4473;UpperLimitVectorLength;REAL;0.6440.1
4476;EncoderSupplyVoltageMonitoringWindow;REAL;0.6443.1
4494;ErrorBits;UINT;0.6913.1
4495;EncoderSupplyVoltageMonitoringWindow;REAL;0.6914.1
4496;CrcErrorCounter;UDINT;0.6915.1
4502;Errors;UINT;0.6921.1
4503;InternalTemperature;UDINT;0.12510.1
4504;ExternalTemperature;UDINT;0.12511.1
4507;EncoderSupplyVoltage;REAL;0.12514.1
4508;linearEncoderDetected;BOOL;0.100000.1
4509;exponentNumberOfPeriods;USINT;0.100001.1
4510;safeEnDatNvp;LINT;0.101507.0
4512;safeEnDatOff2;LINT;0.101509.0
4514;safeEnDatSrm;LINT;0.101510.0
4516;safeEnDatNsrPos1;DINT;0.101511.0
4518;safeEnDatNsrPos2;DINT;0.101513.0
4520;safeEnDatClocksForPosition;UINT;0.101514.0
4522;safeEnDatDynamizationBits1;UINT;0.101525.0
4524;safeEnDatDynamizationBits2;UINT;0.101526.0
4526;brakeresistorDatabaseId;UDINT;0.101529.0
4527;brakeresistorNocCode;STRING(37);0.101530.0
4528;invalidIpSettings_LogSettings;USINT;0.101561.0
4529;invalidIpSettings_LogSettings;USINT;0.101561.1
4532;debugU64;ULINT;0.101711.0
4533;debugI64Position;LINT;0.101713.0
4534;customer_data_i32;DINT;0.101715.0
4535;customer_data_i32;DINT;0.101715.1
4536;customer_data_i32;DINT;0.101715.2
4537;customer_data_i32;DINT;0.101715.3
4538;customer_data_f32;REAL;0.101717.0
4539;customer_data_f32;REAL;0.101717.1
4540;customer_data_f32;REAL;0.101717.2
4541;customer_data_f32;REAL;0.101717.3
4545;ErrorBits;UINT;0.125913.1
4546;EncoderSupplyVoltageMonitoringWindow;REAL;0.125915.1
4547;CrcErrorCounter;UDINT;0.125916.1
4548;Errors;UINT;0.125917.1
4550;deviceTyp;UINT;0.125919.1
4551;linearResolution;UDINT;0.125920.1
4558;ExecutionTimeL0La;UDINT;0.100978.0
4559;ExecutionTimeL0Lb;UDINT;0.100979.0
4560;ExecutionTimeL1La;UDINT;0.100980.0
4561;ExecutionTimeL1Lb;UDINT;0.100981.0
4562;ExecutionTimeL2La;UDINT;0.100982.0
4563;ExecutionTimeL2Lb;UDINT;0.100983.0
4564;MaxExecutionTimeL0La;UDINT;0.100984.0
4565;MaxExecutionTimeL0Lb;UDINT;0.100985.0
4566;MaxExecutionTimeL1La;UDINT;0.100986.0
4567;MaxExecutionTimeL1Lb;UDINT;0.100987.0
4568;MaxExecutionTimeL2La;UDINT;0.100988.0
4569;MaxExecutionTimeL2Lb;UDINT;0.100989.0
4571;CommunicationFailed_DiagnosisLevels;UINT;0.101039.0
4572;ErrorMainSwitch_FaultReactionActive;UINT;0.101043.0
4573;SelectedEncoderActive;UDINT;0.101051.0
4574;SelectedEncoderActive;UDINT;0.101051.1
4575;SelfTestFailed_FaultReactionsActive;UINT;0.101061.0
4576;FrameTxLA;UDINT;0.101065.0
4577;FrameTxLB;UDINT;0.101066.0
4578;FrameRxLA;UDINT;0.101067.0
4579;FrameRxLB;UDINT;0.101068.0
4580;CommunicationFailed_FaultReactionsActive;UINT;0.101183.0
4581;VersionMismatch_FaultReactionsActive;UINT;0.101212.0
4583;SelfTestFailed_DiagnosisLevels;UINT;0.101244.0
4585;VersionMismatch_DiagnosisLevels;UINT;0.101280.0
4586;CurrentOperatingModeLa;UDINT;0.101485.0
4587;CurrentOperatingModeLb;UDINT;0.101487.0
4596;OperatingModeChangeTimeout_FaultReactionActive;UINT;0.101543.0
4598;OperatingModeChangeTimeoutLa_DiagnosisLevels;UINT;0.101552.0
4599;SafetyCycleViolated_ReactionActive;UINT;0.101587.0
4601;SafetyCycleViolatedLa_DiagnosisLevels;UINT;0.101590.0
4602;Pos1Pos2CheckFailed_ReactionActive;UINT;0.101593.0
4603;CrcError_ReactionActive;UINT;0.101597.0
4604;RecoveryTime_ReactionActive;UINT;0.101601.0
4606;ForceDynamicSamplingError_ReactionActive;UINT;0.101605.0
4608;ForceDynamicSamplingErrorLa_DiagnosisLevels;UINT;0.101607.0
4609;Pos1Pos2CheckFailedLa_DiagnosisLevels;UINT;0.101608.0
4610;CommonError_ReactionActive;UINT;0.101609.0
4612;CrcErrorLa_DiagnosisLevels;UINT;0.101632.0
4615;CommonErrorLa_DiagnosisLevels;UINT;0.101655.0
4616;RecoveryTimeErrorLa_DiagnosisLevels;UINT;0.101656.0
4626;safeEnDatSupplyVoltageActive;REAL;0.101703.0
4627;safeEnDatSupplyVoltageWindowActive;REAL;0.101707.0
4628;AbiEncoderSupplyVoltageActive;REAL;0.101719.0
4629;AbiEncoderSupplyVoltageActive;REAL;0.101719.1
4630;AbiEncoderSupplyVoltageMonitoringWindowActive;REAL;0.101721.0
4631;AbiEncoderSupplyVoltageMonitoringWindowActive;REAL;0.101721.1
4632;AbiLinesActive;UINT;0.101723.0
4633;AbiLinesActive;UINT;0.101723.1
4634;functionParameterConfiguration;UINT;0.1251128.0
4636;sdo1005_COB_ID_SYNC;UDINT;0.170002.0
4637;sdo100C_GuardTime;UINT;0.170003.0
4638;sdo100D_LifeTimeFactor;USINT;0.170004.0
4639;sdo1014_COB_ID_EMCY;UDINT;0.170005.0
4640;sdo1015_InhibitTimeEMCY;UINT;0.170006.0
4641;sdo1200_01_COB_IDClientServerRx;UDINT;0.170007.0
4642;sdo1200_02_COB_IDServerClientTx;UDINT;0.170008.0
4643;safeEnDatNsrPos2Active;DINT;0.101523.0
4644;sdo1010_SaveAllParameters;UDINT;0.170011.0
4645;sdo1011_restoreAllDefaultParameters;UDINT;0.170012.0
4646;canNmtState;UDINT;0.170013.0
4647;canNodeIdPersistant;USINT;0.170014.0
4648;canBaudratePersistant;UINT;0.170015.0
4649;canNodeIdActive;USINT;0.170016.0
4650;canBaudrateActive;UINT;0.170017.0
4651;canTerminationResistors;BOOL;0.170018.0
4652;sdo1017_ProducerHeartbeatTime;UINT;0.170019.0
4653;sdo60C2_01_InterpolationTimePeriodValue;USINT;0.173001.0
4654;sdo60C2_02_InterpolationTimeIndex;SINT;0.173002.0
4655;sdo14xx_01_COB_ID_UsedByRPDO;UDINT;0.171001.0
4656;sdo14xx_01_COB_ID_UsedByRPDO;UDINT;0.171001.1
4657;sdo14xx_01_COB_ID_UsedByRPDO;UDINT;0.171001.2
4658;sdo14xx_01_COB_ID_UsedByRPDO;UDINT;0.171001.3
4659;sdo14xx_02_TransmissionTypeRPDO;USINT;0.171002.0
4660;sdo14xx_02_TransmissionTypeRPDO;USINT;0.171002.1
4661;sdo14xx_02_TransmissionTypeRPDO;USINT;0.171002.2
4662;sdo14xx_02_TransmissionTypeRPDO;USINT;0.171002.3
4663;sdo16xx_00_RPDO_NumberOfObjects;USINT;0.171010.0
4664;sdo16xx_00_RPDO_NumberOfObjects;USINT;0.171010.1
4665;sdo16xx_00_RPDO_NumberOfObjects;USINT;0.171010.2
4666;sdo16xx_00_RPDO_NumberOfObjects;USINT;0.171010.3
4667;sdo18xx_01_COB_ID_UsedByTPDO;UDINT;0.172001.0
4668;sdo18xx_01_COB_ID_UsedByTPDO;UDINT;0.172001.1
4669;sdo18xx_01_COB_ID_UsedByTPDO;UDINT;0.172001.2
4670;sdo18xx_01_COB_ID_UsedByTPDO;UDINT;0.172001.3
4671;sdo18xx_02_TransmissionTypeTPDO;USINT;0.172002.0
4672;sdo18xx_02_TransmissionTypeTPDO;USINT;0.172002.1
4673;sdo18xx_02_TransmissionTypeTPDO;USINT;0.172002.2
4674;sdo18xx_02_TransmissionTypeTPDO;USINT;0.172002.3
4675;sdo18xx_03_InhibitTimeTPDO;UINT;0.172003.0
4676;sdo18xx_03_InhibitTimeTPDO;UINT;0.172003.1
4677;sdo18xx_03_InhibitTimeTPDO;UINT;0.172003.2
4678;sdo18xx_03_InhibitTimeTPDO;UINT;0.172003.3
4679;sdo18xx_05_EventTimerTPDO;UINT;0.172005.0
4680;sdo18xx_05_EventTimerTPDO;UINT;0.172005.1
4681;sdo18xx_05_EventTimerTPDO;UINT;0.172005.2
4682;sdo18xx_05_EventTimerTPDO;UINT;0.172005.3
4683;sdo1Axx_00_TPDO_NumberOfObjects;USINT;0.172010.0
4684;sdo1Axx_00_TPDO_NumberOfObjects;USINT;0.172010.1
4697;encoderLinearizationStatus;UDINT;0.50301.0
4703;EnDatInstructionSet;UINT;0.101837.0
4704;EnDatInstructionSet;UINT;0.101837.1
4713;telegramSelectionExtension2;UINT;0.101935.0
4714;SystemStart_LogSettings;USINT;0.101990.0
4715;SystemStart_DiagnosisLevels;UINT;0.101992.0
4745;Torque_Off_SelftestFailed_FaultReactionsActive;UINT;0.101757.0
